zone_id,hf_mean
1,0.870888378598004
2,0.943229829274935
3,0.802390035166905
4,0.110000000000000
5,0.868028044552659
6,1.083498883617017
7,0.625641383869307
8,0.307926134909353
9,0.232648641075173
10,0.204785630299116
11,0.164843314211324
12,0.121003053825477
13,0.000000000000000
14,0.000000000000000
15,0.000000000000000
16,
