date,predicted_runoff_mm,flood_label,zone_id,zone_name,,,,
07-09-2021,0.17525657,0,13,zone_13,,,,
07-09-2021,0.17525657,0,14,zone_14,,,,
07-09-2021,0.17525657,0,15,zone_15,,,,
07-09-2021,0.17525657,0,16,zone_16,,,,
08-09-2021,0.19334723,0,1,zone_01,,,,
08-09-2021,0.19334723,0,2,zone_02,,,,
08-09-2021,0.19334723,0,3,zone_03,,,,
08-09-2021,0.19334723,0,4,zone_04,,,,
08-09-2021,0.19334723,0,5,zone_05,,,,
08-09-2021,0.19334723,0,6,zone_06,,,,
08-09-2021,0.19334723,0,7,zone_07,,,,
08-09-2021,0.19334723,0,8,zone_08,,,,
08-09-2021,0.19334723,0,9,zone_09,,,,
08-09-2021,0.19334723,0,10,zone_10,,,,
08-09-2021,0.19334723,0,11,zone_11,,,,
08-09-2021,0.19334723,0,12,zone_12,,,,
08-09-2021,0.19334723,0,13,zone_13,,,,
08-09-2021,0.19334723,0,14,zone_14,,,,
08-09-2021,0.19334723,0,15,zone_15,,,,
08-09-2021,0.19334723,0,16,zone_16,,,,
09-09-2021,0.16594666,0,1,zone_01,,,,
09-09-2021,0.16594666,0,2,zone_02,,,,
09-09-2021,0.16594666,0,3,zone_03,,,,
09-09-2021,0.16594666,0,4,zone_04,,,,
09-09-2021,0.16594666,0,5,zone_05,,,,
09-09-2021,0.16594666,0,6,zone_06,,,,
09-09-2021,0.16594666,0,7,zone_07,,,,
09-09-2021,0.16594666,0,8,zone_08,,,,
09-09-2021,0.16594666,0,9,zone_09,,,,
09-09-2021,0.16594666,0,10,zone_10,,,,
09-09-2021,0.16594666,0,11,zone_11,,,,
09-09-2021,0.16594666,0,12,zone_12,,,,
09-09-2021,0.16594666,0,13,zone_13,,,,
09-09-2021,0.16594666,0,14,zone_14,,,,
09-09-2021,0.16594666,0,15,zone_15,,,,
09-09-2021,0.16594666,0,16,zone_16,,,,
10-09-2021,0.1654917,0,1,zone_01,,,,
10-09-2021,0.1654917,0,2,zone_02,,,,
10-09-2021,0.1654917,0,3,zone_03,,,,
10-09-2021,0.1654917,0,4,zone_04,,,,
10-09-2021,0.1654917,0,5,zone_05,,,,
10-09-2021,0.1654917,0,6,zone_06,,,,
10-09-2021,0.1654917,0,7,zone_07,,,,
10-09-2021,0.1654917,0,8,zone_08,,,,
10-09-2021,0.1654917,0,9,zone_09,,,,
10-09-2021,0.1654917,0,10,zone_10,,,,
10-09-2021,0.1654917,0,11,zone_11,,,,
10-09-2021,0.1654917,0,12,zone_12,,,,
10-09-2021,0.1654917,0,13,zone_13,,,,
10-09-2021,0.1654917,0,14,zone_14,,,,
10-09-2021,0.1654917,0,15,zone_15,,,,
10-09-2021,0.1654917,0,16,zone_16,,,,
11-09-2021,0.15451616,0,1,zone_01,,,,
11-09-2021,0.15451616,0,2,zone_02,,,,
11-09-2021,0.15451616,0,3,zone_03,,,,
11-09-2021,0.15451616,0,4,zone_04,,,,
11-09-2021,0.15451616,0,5,zone_05,,,,
11-09-2021,0.15451616,0,6,zone_06,,,,
11-09-2021,0.15451616,0,7,zone_07,,,,
11-09-2021,0.15451616,0,8,zone_08,,,,
11-09-2021,0.15451616,0,9,zone_09,,,,
11-09-2021,0.15451616,0,10,zone_10,,,,
11-09-2021,0.15451616,0,11,zone_11,,,,
11-09-2021,0.15451616,0,12,zone_12,,,,
11-09-2021,0.15451616,0,13,zone_13,,,,
11-09-2021,0.15451616,0,14,zone_14,,,,
11-09-2021,0.15451616,0,15,zone_15,,,,
11-09-2021,0.15451616,0,16,zone_16,,,,
12-09-2021,0.16206726,0,1,zone_01,,,,
12-09-2021,0.16206726,0,2,zone_02,,,,
12-09-2021,0.16206726,0,3,zone_03,,,,
12-09-2021,0.16206726,0,4,zone_04,,,,
12-09-2021,0.16206726,0,5,zone_05,,,,
12-09-2021,0.16206726,0,6,zone_06,,,,
12-09-2021,0.16206726,0,7,zone_07,,,,
12-09-2021,0.16206726,0,8,zone_08,,,,
12-09-2021,0.16206726,0,9,zone_09,,,,
12-09-2021,0.16206726,0,10,zone_10,,,,
12-09-2021,0.16206726,0,11,zone_11,,,,
12-09-2021,0.16206726,0,12,zone_12,,,,
12-09-2021,0.16206726,0,13,zone_13,,,,
12-09-2021,0.16206726,0,14,zone_14,,,,
12-09-2021,0.16206726,0,15,zone_15,,,,
12-09-2021,0.16206726,0,16,zone_16,,,,
13-09-2021,0.14330378,0,1,zone_01,,,,
13-09-2021,0.14330378,0,2,zone_02,,,,
13-09-2021,0.14330378,0,3,zone_03,,,,
13-09-2021,0.14330378,0,4,zone_04,,,,
13-09-2021,0.14330378,0,5,zone_05,,,,
13-09-2021,0.14330378,0,6,zone_06,,,,
13-09-2021,0.14330378,0,7,zone_07,,,,
13-09-2021,0.14330378,0,8,zone_08,,,,
13-09-2021,0.14330378,0,9,zone_09,,,,
13-09-2021,0.14330378,0,10,zone_10,,,,
13-09-2021,0.14330378,0,11,zone_11,,,,
13-09-2021,0.14330378,0,12,zone_12,,,,
13-09-2021,0.14330378,0,13,zone_13,,,,
13-09-2021,0.14330378,0,14,zone_14,,,,
13-09-2021,0.14330378,0,15,zone_15,,,,
13-09-2021,0.14330378,0,16,zone_16,,,,
14-09-2021,0.15699388,0,1,zone_01,,,,
14-09-2021,0.15699388,0,2,zone_02,,,,
14-09-2021,0.15699388,0,3,zone_03,,,,
14-09-2021,0.15699388,0,4,zone_04,,,,
14-09-2021,0.15699388,0,5,zone_05,,,,
14-09-2021,0.15699388,0,6,zone_06,,,,
14-09-2021,0.15699388,0,7,zone_07,,,,
14-09-2021,0.15699388,0,8,zone_08,,,,
14-09-2021,0.15699388,0,9,zone_09,,,,
14-09-2021,0.15699388,0,10,zone_10,,,,
14-09-2021,0.15699388,0,11,zone_11,,,,
14-09-2021,0.15699388,0,12,zone_12,,,,
14-09-2021,0.15699388,0,13,zone_13,,,,
14-09-2021,0.15699388,0,14,zone_14,,,,
14-09-2021,0.15699388,0,15,zone_15,,,,
14-09-2021,0.15699388,0,16,zone_16,,,,
15-09-2021,0.14385636,0,1,zone_01,,,,
15-09-2021,0.14385636,0,2,zone_02,,,,
15-09-2021,0.14385636,0,3,zone_03,,,,
15-09-2021,0.14385636,0,4,zone_04,,,,
15-09-2021,0.14385636,0,5,zone_05,,,,
15-09-2021,0.14385636,0,6,zone_06,,,,
15-09-2021,0.14385636,0,7,zone_07,,,,
15-09-2021,0.14385636,0,8,zone_08,,,,
15-09-2021,0.14385636,0,9,zone_09,,,,
15-09-2021,0.14385636,0,10,zone_10,,,,
15-09-2021,0.14385636,0,11,zone_11,,,,
15-09-2021,0.14385636,0,12,zone_12,,,,
15-09-2021,0.14385636,0,13,zone_13,,,,
15-09-2021,0.14385636,0,14,zone_14,,,,
15-09-2021,0.14385636,0,15,zone_15,,,,
15-09-2021,0.14385636,0,16,zone_16,,,,
16-09-2021,0.14385636,0,1,zone_01,,,,
16-09-2021,0.14385636,0,2,zone_02,,,,
16-09-2021,0.14385636,0,3,zone_03,,,,
16-09-2021,0.14385636,0,4,zone_04,,,,
16-09-2021,0.14385636,0,5,zone_05,,,,
16-09-2021,0.14385636,0,6,zone_06,,,,
16-09-2021,0.14385636,0,7,zone_07,,,,
16-09-2021,0.14385636,0,8,zone_08,,,,
16-09-2021,0.14385636,0,9,zone_09,,,,
16-09-2021,0.14385636,0,10,zone_10,,,,
16-09-2021,0.14385636,0,11,zone_11,,,,
16-09-2021,0.14385636,0,12,zone_12,,,,
16-09-2021,0.14385636,0,13,zone_13,,,,
16-09-2021,0.14385636,0,14,zone_14,,,,
16-09-2021,0.14385636,0,15,zone_15,,,,
16-09-2021,0.14385636,0,16,zone_16,,,,
17-09-2021,0.1340548,0,1,zone_01,,,,
17-09-2021,0.1340548,0,2,zone_02,,,,
17-09-2021,0.1340548,0,3,zone_03,,,,
17-09-2021,0.1340548,0,4,zone_04,,,,
17-09-2021,0.1340548,0,5,zone_05,,,,
17-09-2021,0.1340548,0,6,zone_06,,,,
17-09-2021,0.1340548,0,7,zone_07,,,,
17-09-2021,0.1340548,0,8,zone_08,,,,
17-09-2021,0.1340548,0,9,zone_09,,,,
17-09-2021,0.1340548,0,10,zone_10,,,,
17-09-2021,0.1340548,0,11,zone_11,,,,
17-09-2021,0.1340548,0,12,zone_12,,,,
17-09-2021,0.1340548,0,13,zone_13,,,,
17-09-2021,0.1340548,0,14,zone_14,,,,
17-09-2021,0.1340548,0,15,zone_15,,,,
17-09-2021,0.1340548,0,16,zone_16,,,,
18-09-2021,0.123635896,0,1,zone_01,,,,
18-09-2021,0.123635896,0,2,zone_02,,,,
18-09-2021,0.123635896,0,3,zone_03,,,,
18-09-2021,0.123635896,0,4,zone_04,,,,
18-09-2021,0.123635896,0,5,zone_05,,,,
18-09-2021,0.123635896,0,6,zone_06,,,,
18-09-2021,0.123635896,0,7,zone_07,,,,
18-09-2021,0.123635896,0,8,zone_08,,,,
18-09-2021,0.123635896,0,9,zone_09,,,,
18-09-2021,0.123635896,0,10,zone_10,,,,
18-09-2021,0.123635896,0,11,zone_11,,,,
18-09-2021,0.123635896,0,12,zone_12,,,,
18-09-2021,0.123635896,0,13,zone_13,,,,
18-09-2021,0.123635896,0,14,zone_14,,,,
18-09-2021,0.123635896,0,15,zone_15,,,,
18-09-2021,0.123635896,0,16,zone_16,,,,
19-09-2021,0.12386784,0,1,zone_01,,,,
19-09-2021,0.12386784,0,2,zone_02,,,,
19-09-2021,0.12386784,0,3,zone_03,,,,
19-09-2021,0.12386784,0,4,zone_04,,,,
19-09-2021,0.12386784,0,5,zone_05,,,,
19-09-2021,0.12386784,0,6,zone_06,,,,
19-09-2021,0.12386784,0,7,zone_07,,,,
19-09-2021,0.12386784,0,8,zone_08,,,,
19-09-2021,0.12386784,0,9,zone_09,,,,
19-09-2021,0.12386784,0,10,zone_10,,,,
19-09-2021,0.12386784,0,11,zone_11,,,,
19-09-2021,0.12386784,0,12,zone_12,,,,
19-09-2021,0.12386784,0,13,zone_13,,,,
19-09-2021,0.12386784,0,14,zone_14,,,,
19-09-2021,0.12386784,0,15,zone_15,,,,
19-09-2021,0.12386784,0,16,zone_16,,,,
20-09-2021,0.11777103,0,1,zone_01,,,,
20-09-2021,0.11777103,0,2,zone_02,,,,
20-09-2021,0.11777103,0,3,zone_03,,,,
20-09-2021,0.11777103,0,4,zone_04,,,,
20-09-2021,0.11777103,0,5,zone_05,,,,
20-09-2021,0.11777103,0,6,zone_06,,,,
20-09-2021,0.11777103,0,7,zone_07,,,,
20-09-2021,0.11777103,0,8,zone_08,,,,
20-09-2021,0.11777103,0,9,zone_09,,,,
20-09-2021,0.11777103,0,10,zone_10,,,,
20-09-2021,0.11777103,0,11,zone_11,,,,
20-09-2021,0.11777103,0,12,zone_12,,,,
20-09-2021,0.11777103,0,13,zone_13,,,,
20-09-2021,0.11777103,0,14,zone_14,,,,
20-09-2021,0.11777103,0,15,zone_15,,,,
20-09-2021,0.11777103,0,16,zone_16,,,,
21-09-2021,0.13040352,0,1,zone_01,,,,
21-09-2021,0.13040352,0,2,zone_02,,,,
21-09-2021,0.13040352,0,3,zone_03,,,,
21-09-2021,0.13040352,0,4,zone_04,,,,
21-09-2021,0.13040352,0,5,zone_05,,,,
21-09-2021,0.13040352,0,6,zone_06,,,,
21-09-2021,0.13040352,0,7,zone_07,,,,
21-09-2021,0.13040352,0,8,zone_08,,,,
21-09-2021,0.13040352,0,9,zone_09,,,,
21-09-2021,0.13040352,0,10,zone_10,,,,
21-09-2021,0.13040352,0,11,zone_11,,,,
21-09-2021,0.13040352,0,12,zone_12,,,,
21-09-2021,0.13040352,0,13,zone_13,,,,
21-09-2021,0.13040352,0,14,zone_14,,,,
21-09-2021,0.13040352,0,15,zone_15,,,,
21-09-2021,0.13040352,0,16,zone_16,,,,
22-09-2021,0.12250744,0,1,zone_01,,,,
22-09-2021,0.12250744,0,2,zone_02,,,,
22-09-2021,0.12250744,0,3,zone_03,,,,
22-09-2021,0.12250744,0,4,zone_04,,,,
22-09-2021,0.12250744,0,5,zone_05,,,,
22-09-2021,0.12250744,0,6,zone_06,,,,
22-09-2021,0.12250744,0,7,zone_07,,,,
22-09-2021,0.12250744,0,8,zone_08,,,,
22-09-2021,0.12250744,0,9,zone_09,,,,
22-09-2021,0.12250744,0,10,zone_10,,,,
22-09-2021,0.12250744,0,11,zone_11,,,,
22-09-2021,0.12250744,0,12,zone_12,,,,
22-09-2021,0.12250744,0,13,zone_13,,,,
22-09-2021,0.12250744,0,14,zone_14,,,,
22-09-2021,0.12250744,0,15,zone_15,,,,
22-09-2021,0.12250744,0,16,zone_16,,,,
23-09-2021,0.177555,0,1,zone_01,,,,
23-09-2021,0.177555,0,2,zone_02,,,,
23-09-2021,0.177555,0,3,zone_03,,,,
23-09-2021,0.177555,0,4,zone_04,,,,
23-09-2021,0.177555,0,5,zone_05,,,,
23-09-2021,0.177555,0,6,zone_06,,,,
23-09-2021,0.177555,0,7,zone_07,,,,
23-09-2021,0.177555,0,8,zone_08,,,,
23-09-2021,0.177555,0,9,zone_09,,,,
23-09-2021,0.177555,0,10,zone_10,,,,
23-09-2021,0.177555,0,11,zone_11,,,,
23-09-2021,0.177555,0,12,zone_12,,,,
23-09-2021,0.177555,0,13,zone_13,,,,
23-09-2021,0.177555,0,14,zone_14,,,,
23-09-2021,0.177555,0,15,zone_15,,,,
23-09-2021,0.177555,0,16,zone_16,,,,
24-09-2021,0.17136858,0,1,zone_01,,,,
24-09-2021,0.17136858,0,2,zone_02,,,,
24-09-2021,0.17136858,0,3,zone_03,,,,
24-09-2021,0.17136858,0,4,zone_04,,,,
24-09-2021,0.17136858,0,5,zone_05,,,,
24-09-2021,0.17136858,0,6,zone_06,,,,
24-09-2021,0.17136858,0,7,zone_07,,,,
24-09-2021,0.17136858,0,8,zone_08,,,,
24-09-2021,0.17136858,0,9,zone_09,,,,
24-09-2021,0.17136858,0,10,zone_10,,,,
24-09-2021,0.17136858,0,11,zone_11,,,,
24-09-2021,0.17136858,0,12,zone_12,,,,
24-09-2021,0.17136858,0,13,zone_13,,,,
24-09-2021,0.17136858,0,14,zone_14,,,,
24-09-2021,0.17136858,0,15,zone_15,,,,
24-09-2021,0.17136858,0,16,zone_16,,,,
25-09-2021,0.136149,0,1,zone_01,,,,
25-09-2021,0.136149,0,2,zone_02,,,,
25-09-2021,0.136149,0,3,zone_03,,,,
25-09-2021,0.136149,0,4,zone_04,,,,
25-09-2021,0.136149,0,5,zone_05,,,,
25-09-2021,0.136149,0,6,zone_06,,,,
25-09-2021,0.136149,0,7,zone_07,,,,
25-09-2021,0.136149,0,8,zone_08,,,,
25-09-2021,0.136149,0,9,zone_09,,,,
25-09-2021,0.136149,0,10,zone_10,,,,
25-09-2021,0.136149,0,11,zone_11,,,,
25-09-2021,0.136149,0,12,zone_12,,,,
25-09-2021,0.136149,0,13,zone_13,,,,
25-09-2021,0.136149,0,14,zone_14,,,,
25-09-2021,0.136149,0,15,zone_15,,,,
25-09-2021,0.136149,0,16,zone_16,,,,
26-09-2021,0.15736471,0,1,zone_01,,,,
26-09-2021,0.15736471,0,2,zone_02,,,,
26-09-2021,0.15736471,0,3,zone_03,,,,
26-09-2021,0.15736471,0,4,zone_04,,,,
26-09-2021,0.15736471,0,5,zone_05,,,,
26-09-2021,0.15736471,0,6,zone_06,,,,
26-09-2021,0.15736471,0,7,zone_07,,,,
26-09-2021,0.15736471,0,8,zone_08,,,,
26-09-2021,0.15736471,0,9,zone_09,,,,
26-09-2021,0.15736471,0,10,zone_10,,,,
26-09-2021,0.15736471,0,11,zone_11,,,,
26-09-2021,0.15736471,0,12,zone_12,,,,
26-09-2021,0.15736471,0,13,zone_13,,,,
26-09-2021,0.15736471,0,14,zone_14,,,,
26-09-2021,0.15736471,0,15,zone_15,,,,
26-09-2021,0.15736471,0,16,zone_16,,,,
27-09-2021,0.20094827,0,1,zone_01,,,,
27-09-2021,0.20094827,0,2,zone_02,,,,
27-09-2021,0.20094827,0,3,zone_03,,,,
27-09-2021,0.20094827,0,4,zone_04,,,,
27-09-2021,0.20094827,0,5,zone_05,,,,
27-09-2021,0.20094827,0,6,zone_06,,,,
27-09-2021,0.20094827,0,7,zone_07,,,,
27-09-2021,0.20094827,0,8,zone_08,,,,
27-09-2021,0.20094827,0,9,zone_09,,,,
27-09-2021,0.20094827,0,10,zone_10,,,,
27-09-2021,0.20094827,0,11,zone_11,,,,
27-09-2021,0.20094827,0,12,zone_12,,,,
27-09-2021,0.20094827,0,13,zone_13,,,,
27-09-2021,0.20094827,0,14,zone_14,,,,
27-09-2021,0.20094827,0,15,zone_15,,,,
27-09-2021,0.20094827,0,16,zone_16,,,,
28-09-2021,0.16853298,0,1,zone_01,,,,
28-09-2021,0.16853298,0,2,zone_02,,,,
28-09-2021,0.16853298,0,3,zone_03,,,,
28-09-2021,0.16853298,0,4,zone_04,,,,
28-09-2021,0.16853298,0,5,zone_05,,,,
28-09-2021,0.16853298,0,6,zone_06,,,,
28-09-2021,0.16853298,0,7,zone_07,,,,
28-09-2021,0.16853298,0,8,zone_08,,,,
28-09-2021,0.16853298,0,9,zone_09,,,,
28-09-2021,0.16853298,0,10,zone_10,,,,
28-09-2021,0.16853298,0,11,zone_11,,,,
28-09-2021,0.16853298,0,12,zone_12,,,,
28-09-2021,0.16853298,0,13,zone_13,,,,
28-09-2021,0.16853298,0,14,zone_14,,,,
28-09-2021,0.16853298,0,15,zone_15,,,,
28-09-2021,0.16853298,0,16,zone_16,,,,
29-09-2021,0.18342729,0,1,zone_01,,,,
29-09-2021,0.18342729,0,2,zone_02,,,,
29-09-2021,0.18342729,0,3,zone_03,,,,
29-09-2021,0.18342729,0,4,zone_04,,,,
29-09-2021,0.18342729,0,5,zone_05,,,,
29-09-2021,0.18342729,0,6,zone_06,,,,
29-09-2021,0.18342729,0,7,zone_07,,,,
29-09-2021,0.18342729,0,8,zone_08,,,,
29-09-2021,0.18342729,0,9,zone_09,,,,
29-09-2021,0.18342729,0,10,zone_10,,,,
29-09-2021,0.18342729,0,11,zone_11,,,,
29-09-2021,0.18342729,0,12,zone_12,,,,
29-09-2021,0.18342729,0,13,zone_13,,,,
29-09-2021,0.18342729,0,14,zone_14,,,,
29-09-2021,0.18342729,0,15,zone_15,,,,
29-09-2021,0.18342729,0,16,zone_16,,,,
30-09-2021,0.18441932,0,1,zone_01,,,,
30-09-2021,0.18441932,0,2,zone_02,,,,
30-09-2021,0.18441932,0,3,zone_03,,,,
30-09-2021,0.18441932,0,4,zone_04,,,,
30-09-2021,0.18441932,0,5,zone_05,,,,
30-09-2021,0.18441932,0,6,zone_06,,,,
30-09-2021,0.18441932,0,7,zone_07,,,,
30-09-2021,0.18441932,0,8,zone_08,,,,
30-09-2021,0.18441932,0,9,zone_09,,,,
30-09-2021,0.18441932,0,10,zone_10,,,,
30-09-2021,0.18441932,0,11,zone_11,,,,
30-09-2021,0.18441932,0,12,zone_12,,,,
30-09-2021,0.18441932,0,13,zone_13,,,,
30-09-2021,0.18441932,0,14,zone_14,,,,
30-09-2021,0.18441932,0,15,zone_15,,,,
30-09-2021,0.18441932,0,16,zone_16,,,,
01-10-2021,0.16928242,0,1,zone_01,,,,
01-10-2021,0.16928242,0,2,zone_02,,,,
01-10-2021,0.16928242,0,3,zone_03,,,,
01-10-2021,0.16928242,0,4,zone_04,,,,
01-10-2021,0.16928242,0,5,zone_05,,,,
01-10-2021,0.16928242,0,6,zone_06,,,,
01-10-2021,0.16928242,0,7,zone_07,,,,
01-10-2021,0.16928242,0,8,zone_08,,,,
01-10-2021,0.16928242,0,9,zone_09,,,,
01-10-2021,0.16928242,0,10,zone_10,,,,
01-10-2021,0.16928242,0,11,zone_11,,,,
01-10-2021,0.16928242,0,12,zone_12,,,,
01-10-2021,0.16928242,0,13,zone_13,,,,
01-10-2021,0.16928242,0,14,zone_14,,,,
01-10-2021,0.16928242,0,15,zone_15,,,,
01-10-2021,0.16928242,0,16,zone_16,,,,
02-10-2021,0.17843817,0,1,zone_01,,,,
02-10-2021,0.17843817,0,2,zone_02,,,,
02-10-2021,0.17843817,0,3,zone_03,,,,
02-10-2021,0.17843817,0,4,zone_04,,,,
02-10-2021,0.17843817,0,5,zone_05,,,,
02-10-2021,0.17843817,0,6,zone_06,,,,
02-10-2021,0.17843817,0,7,zone_07,,,,
02-10-2021,0.17843817,0,8,zone_08,,,,
02-10-2021,0.17843817,0,9,zone_09,,,,
02-10-2021,0.17843817,0,10,zone_10,,,,
02-10-2021,0.17843817,0,11,zone_11,,,,
02-10-2021,0.17843817,0,12,zone_12,,,,
02-10-2021,0.17843817,0,13,zone_13,,,,
02-10-2021,0.17843817,0,14,zone_14,,,,
02-10-2021,0.17843817,0,15,zone_15,,,,
02-10-2021,0.17843817,0,16,zone_16,,,,
03-10-2021,0.15915667,0,1,zone_01,,,,
03-10-2021,0.15915667,0,2,zone_02,,,,
03-10-2021,0.15915667,0,3,zone_03,,,,
03-10-2021,0.15915667,0,4,zone_04,,,,
03-10-2021,0.15915667,0,5,zone_05,,,,
03-10-2021,0.15915667,0,6,zone_06,,,,
03-10-2021,0.15915667,0,7,zone_07,,,,
03-10-2021,0.15915667,0,8,zone_08,,,,
03-10-2021,0.15915667,0,9,zone_09,,,,
03-10-2021,0.15915667,0,10,zone_10,,,,
03-10-2021,0.15915667,0,11,zone_11,,,,
03-10-2021,0.15915667,0,12,zone_12,,,,
03-10-2021,0.15915667,0,13,zone_13,,,,
03-10-2021,0.15915667,0,14,zone_14,,,,
03-10-2021,0.15915667,0,15,zone_15,,,,
03-10-2021,0.15915667,0,16,zone_16,,,,
04-10-2021,0.15522839,0,1,zone_01,,,,
04-10-2021,0.15522839,0,2,zone_02,,,,
04-10-2021,0.15522839,0,3,zone_03,,,,
04-10-2021,0.15522839,0,4,zone_04,,,,
04-10-2021,0.15522839,0,5,zone_05,,,,
04-10-2021,0.15522839,0,6,zone_06,,,,
04-10-2021,0.15522839,0,7,zone_07,,,,
04-10-2021,0.15522839,0,8,zone_08,,,,
04-10-2021,0.15522839,0,9,zone_09,,,,
04-10-2021,0.15522839,0,10,zone_10,,,,
04-10-2021,0.15522839,0,11,zone_11,,,,
04-10-2021,0.15522839,0,12,zone_12,,,,
04-10-2021,0.15522839,0,13,zone_13,,,,
04-10-2021,0.15522839,0,14,zone_14,,,,
04-10-2021,0.15522839,0,15,zone_15,,,,
04-10-2021,0.15522839,0,16,zone_16,,,,
05-10-2021,0.18525052,0,1,zone_01,,,,
05-10-2021,0.18525052,0,2,zone_02,,,,
05-10-2021,0.18525052,0,3,zone_03,,,,
05-10-2021,0.18525052,0,4,zone_04,,,,
05-10-2021,0.18525052,0,5,zone_05,,,,
05-10-2021,0.18525052,0,6,zone_06,,,,
05-10-2021,0.18525052,0,7,zone_07,,,,
05-10-2021,0.18525052,0,8,zone_08,,,,
05-10-2021,0.18525052,0,9,zone_09,,,,
